Category:,Sidecar reduction drive,,,,,
Name,Manufacturer,Bearing,Seal,Universal joint,Oil,Image
USSR KMZ type,KMZ,110 (Right cover - 1); 204 (left cover - 1); 3086304 L (left cover - 1); 206 (left cover - 1),"43.5x93x11 (right cover - 1); 33x49.3x8 (universal joint unit, driven fork - 1)",Default universal joint,Gear oil for final drive (0.2 L),sidecar_reduction_drive_ussr_kmz_type.png
