Category:,Sidecar reduction drive,,,,,
Name,Manufacturer,Bearing,Seal,Universal joint,Oil,Image
KMZ type,KMZ,110 (Right cover - 1); 204 (Left cover - 1); 3086304 L (Left cover - 1); 206 (Left cover - 1),"7205113 (Right cover - 1); 7205033 (Universal joint unit, driven fork - 1)",Default universal joint,"АК-15 (0,2)",https://docs.google.com/uc?id=10Ga24eg76RPWxdX7muRlZcUv8dhrofXA
